movie_title,film_director,industry,available_langs,run_time_min,imdb_user_rating,worldwide_release,platform_post_date,days_to_piracy,avg_views_per_download,avg_downloads_per_day,downloads,total_views
Prisoners of the Ghostland,Sion Sono,Hollywood / English,"English,Japanese,Mandarin,French",103,4.2,2021-09-17,2021-09-16,-1,7.504280472890338,2453.0,2453,18408
Best Sellers,Lina Roessler,Hollywood / English,English,102,6.2,2021-09-17,2021-09-16,-1,13.8125,160.0,160,2210
Together,"Stephen Daldry, Justin Martin",Hollywood / English,English,92,6.4,2021-06-17,2021-09-16,91,13.662756598240469,3.7472527472527473,341,4659
Moonbound,Ali Samadi Ahadi,Anime / Kids,German,85,4.7,2022-03-31,2021-09-16,-196,8.405038759689923,13.16326530612245,2580,21685
Bellbottom,Ranjit Tiwari,Bollywood / Indian,Hindi,123,6.1,2021-08-19,2021-08-23,4,3.239333346949613,12240.25,48961,158601
Lady of the Manor,"Christian Long, Justin Long",Hollywood / English,English,96,5.4,2021-09-17,2021-09-15,-2,11.20125786163522,159.0,318,3562
Moon Rock for Monday,Kurt Martin,Hollywood / English,English,100,6.6,2021-04-22,2021-09-15,146,14.986842105263158,1.0410958904109588,152,2278
The Manson Brothers Midnight Zombie Massacre,Max Martini,Hollywood / English,English,92,4.2,2021-09-10,2021-09-15,5,10.106351550960119,270.8,1354,13684
Language Arts,Cornelia Duryée,Hollywood / English,English,127,7.2,2020-03-13,2021-09-15,551,18.9140625,0.2323049001814882,128,2421
African America,Muzi Mthembu,Hollywood / English,English,96,5.1,2021-07-23,2021-09-15,54,22.746153846153845,2.4074074074074074,130,2957
Romeo & Juliet,Simon Godwin,Hollywood / English,English,95,7.5,2021-04-04,2021-09-09,158,9.050167224080267,3.7848101265822787,598,5412
Kutte Fail,Rajan Aggarwal,Punjabi,Punjabi,101,6.0,2021-08-20,2021-09-15,26,8.643397324025596,66.11538461538461,1719,14858
Seep,"Gurpreet Gill, Jeet Zahoor",Punjabi,Punjabi,123,6.2,2021-09-06,2021-09-15,9,6.745336577453366,137.0,1233,8317
Dragon Rider,Tomer Eshed,Anime / Kids,English,91,5.7,2020-10-15,2020-10-19,4,4.768178137651822,3087.5,12350,58887
Kate,Cedric Nicolas-Troyan,Hollywood / English,"English,Japanese",106,6.2,2021-09-10,2021-09-11,1,3.334875971862273,16206.0,16206,54045
Prey,Thomas Sieben,Hollywood / English,German,87,4.3,2021-09-10,2021-09-11,1,9.248396501457727,1715.0,1715,15861
The Voyeurs,Michael Mohan,Hollywood / English,"English,Japanese,French",116,6.0,2021-09-10,2021-09-11,1,6.09573958831977,2089.0,2089,12734
Dating & New York,Jonah Feingold,Hollywood / English,English,91,4.8,2021-09-30,2021-09-11,-19,11.40314510364546,73.63157894736842,1399,15953
Catch the Bullet,Michael Feifer,Hollywood / English,English,88,2.8,2021-09-10,2021-09-11,1,8.331062670299728,734.0,734,6115
Gunfight at Dry River,Daniel Simpson,Hollywood / English,English,101,5.8,2021-09-10,2021-09-11,1,9.004885993485342,614.0,614,5529
Samantha Rose,Andrew Morgan,Hollywood / English,"English,French",94,6.7,2021-09-07,2021-09-10,3,14.22167487684729,135.33333333333334,406,5774
Dramarama,Jonathan Wysocki,Hollywood / English,English,91,6.4,2021-09-07,2021-09-10,3,23.419811320754718,70.66666666666667,212,4965
The Evening Hour,Braden King,Hollywood / English,English,114,5.3,2021-07-13,2021-09-10,59,14.5,3.593220338983051,212,3074
Witches of Blackwood,Kate Whitbread,Hollywood / English,English,78,4.1,1970-01-01,2021-09-10,18880,9.926315789473684,0.05534957627118644,1045,10373
Synapse,Kenlon Clark,Hollywood / English,English,92,3.0,2021-05-15,2021-09-10,118,18.30103092783505,4.110169491525424,485,8876
"Barbie: Big City, Big Dreams",Scott Pleydell-Pearce,Anime / Kids,English,60,5.6,2021-09-01,2021-09-10,9,7.095489443378119,231.55555555555554,2084,14787
Bhoot Police,Pawan Kripalani,Bollywood / Indian,Hindi,129,7.0,2021-09-10,2021-09-10,0,3.1132353195837013,57747.0,57747,179780
Kya Meri Sonam Gupta Bewafa Hai,Saurabh Tyagi,Bollywood / Indian,Hindi,136,4.2,2021-09-10,2021-09-10,0,4.655417126636177,12682.0,12682,59040
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,11.007067137809187,283.0,283,3115
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,8.048109965635739,18.896103896103895,1455,11710
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.165294117647059,566.6666666666666,1700,5381
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.77048174286591,13036.0,13036,36116
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.859395532194482,190.25,761,7503
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,23.266666666666666,7.5,75,1745
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.420994475138121,905.0,2715,14718
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.739549839228296,88.85714285714286,622,9168
Extinct,"David Silverman, Raymond S. Persi",Anime / Kids,English,84,5.4,2021-10-16,2021-09-09,-37,8.558955895589559,30.027027027027028,1111,9509
Conni And The Cat,"Ansgar Niebuhr, Victoriano Rubio",Anime / Kids,"French,English,German",80,6.3,2021-08-27,2021-09-09,13,8.52738336713996,37.92307692307692,493,4204
Small Engine Repair,John Pollono,Hollywood / English,English,102,6.6,2021-09-10,2021-09-08,-2,15.338461538461539,195.0,390,5982
The J Team,Michael Lembeck,Hollywood / English,English,84,3.7,2021-09-03,2021-09-08,5,13.786624203821656,62.8,314,4329
The Colony,Tim Fehlbaum,Hollywood / English,English,104,5.4,2021-08-27,2021-09-08,12,8.099129776768823,220.25,2643,21406
Saving Paradise,Jay Silverman,Hollywood / English,English,102,6.0,2021-09-03,2021-09-08,5,12.90498812351544,84.2,421,5433
Good,Justin Etheredge,Hollywood / English,English,80,6.7,1970-01-01,2021-09-08,18878,31.041666666666668,0.005085284458099375,96,2980
Shadowtown,"Jon Einarsson Gustafsson, Karolina Lewicka",Hollywood / English,English,84,4.5,2021-06-11,2021-09-08,89,14.642045454545455,3.955056179775281,352,5154
Zakhmi,Inderpal Singh,Punjabi,Punjabi,125,6.5,2020-02-07,2020-04-08,61,5.841343910405973,140.52459016393442,8572,50072
Yakuza Princess,Vicente Amorim,Hollywood / English,English,111,4.5,2021-10-07,2021-09-06,-31,7.556672250139587,57.774193548387096,1791,13534
Burial Ground Massacre,"Daniel Dahlstrom, David Gere",Hollywood / English,English,100,3.7,2021-09-03,2021-09-06,3,8.64413145539906,355.0,1065,9206
It Takes Three,Scott Coffey,Hollywood / English,"English,Spanish",90,5.2,2021-09-03,2021-09-06,3,9.802985074626866,111.66666666666667,335,3284
Karen,Coke Daniels,Hollywood / English,English,89,2.7,2021-09-03,2021-09-06,3,18.458646616541355,133.0,399,7365
Small City,"Georgie Curran, Adriano Vilanova",Hollywood / English,English,74,6.4,2021-08-27,2021-09-06,10,19.24757281553398,20.6,206,3965
Worth,Sara Colangelo,Hollywood / English,English,118,6.8,2021-09-03,2021-09-06,3,12.866779089376054,197.66666666666666,593,7630
Kala Shehar,Navneet Kaur Drall,Punjabi,Punjabi,135,5.5,2021-08-29,2021-09-06,8,5.208022627924916,486.125,3889,20254
Cinderella,Kay Cannon,Hollywood / English,English,113,4.3,2021-09-03,2021-09-04,1,4.911216596343179,5688.0,5688,27935
Wild Indian,Lyle Mitchell Corbine Jr.,Hollywood / English,English,90,5.9,2021-09-03,2021-09-04,1,11.641744548286605,642.0,642,7474
Zone 414,Andrew Baird,Hollywood / English,English,98,4.9,2021-09-03,2021-09-04,1,9.976365118174408,1227.0,1227,12241
We Need to Do Something,Sean King O'Grady,Hollywood / English,English,97,4.5,2021-09-03,2021-09-04,1,11.349397590361447,581.0,581,6594
Plan A,"Doron Paz, Yoav Paz",Hollywood / English,English,109,5.8,2021-12-09,2021-09-04,-96,8.786347517730496,11.75,1128,9911
Black Widow,Cate Shortland,Hollywood / English,"English,Russian,Norwegian,Hungarian,Macedonian,Finnish",134,6.7,1970-01-01,2021-07-10,18818,3.394098216994169,3.153257519396323,59338,201399
Dombivli Return,Mahendra Teredesai,Tollywood,Hindi,129,5.0,2019-02-22,2021-09-04,925,7.012677679600461,2.814054054054054,2603,18254
Afterlife Of The Party,Stephen Herek,Hollywood / English,English,109,5.8,2021-09-02,2021-09-03,1,10.344973544973545,945.0,945,9776
Superhost,Brandon Christensen,Hollywood / English,English,84,5.5,2021-09-02,2021-09-03,1,13.397338403041825,1052.0,1052,14094
Helmet,Satram Ramani,Bollywood / Indian,Hindi,104,6.5,2021-09-03,2021-09-03,0,3.4933948954726177,15594.0,15594,54476
Really Love,Angel Kristi Williams,Hollywood / English,English,95,6.1,2021-08-25,2021-09-02,8,12.810643564356436,101.0,808,10351
About Pie,Joshua M. Lester,Hollywood / English,English,87,5.7,2021-08-25,2021-09-02,8,22.66773162939297,39.125,313,7095
Brutus vs Cesar,Kheiron,Hollywood / English,French,87,3.5,2020-09-18,2021-09-02,349,20.594965675057207,1.2521489971346704,437,9000
Panchhi,Maneesh Chandra Bhatt,Punjabi,Punjabi,98,7.5,2021-08-29,2021-09-02,4,5.923001471309465,509.75,2039,12077
Munda Hi Chahida,"Paramjit Singh, Deepak Thaper, Santosh Thite",Punjabi,Punjabi,130,6.2,2019-07-12,2019-07-15,3,4.606284218043323,2800.6666666666665,8402,38702
Harjeeta,Vijay Kumar Arora,Punjabi,Punjabi,129,7.4,2018-05-18,2018-09-01,106,5.643939393939394,38.60377358490566,4092,23095
Baby Money,"Mikhael Bassilli, Luc Walpoth",Hollywood / English,English,93,4.5,2021-08-31,2021-09-01,1,11.476290832455216,949.0,949,10891
Wired Shut,Alexander Sharp,Hollywood / English,English,95,5.4,2021-08-30,2021-09-01,2,12.691222570532915,319.0,638,8097
American Sausage Standoff,Ulrich Thomsen,Hollywood / English,English,107,5.2,2020-12-10,2021-09-01,265,23.545454545454547,0.37358490566037733,99,2331
The Last House on the Street,Adam Berardi,Hollywood / English,English,73,1.7,2021-07-23,2021-09-01,40,8.207024029574862,54.1,2164,17760
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,11.010600706713781,283.0,283,3116
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,8.049484536082474,18.896103896103895,1455,11712
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.1661773341162656,567.6666666666666,1703,5392
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.770652757536243,13037.0,13037,36121
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.860709592641262,190.25,761,7504
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,23.28,7.5,75,1746
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.421362799263352,905.0,2715,14719
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.741157556270096,88.85714285714286,622,9169
Ripper Untold,Steve Lawson,Hollywood / English,English,85,4.1,2021-06-28,2021-09-01,65,10.206703910614525,19.276923076923076,1253,12789
Mortal Kombat Legends: Battle Of The Realms,Ethan Spaulding,Anime / Kids,English,80,6.5,2021-08-31,2021-09-01,1,8.03817314246762,2934.0,2934,23584
Jinde Meriye,Pankaj Batra,Punjabi,"Punjabi,Arabic",141,5.2,2020-01-24,2021-09-01,586,3.6516917827694058,12.003412969283277,7034,25686
Jhalle,Amarjit Singh Saron,Punjabi,Punjabi,129,6.1,2019-11-15,2020-03-30,136,4.438871794871795,71.69117647058823,9750,43279
Mr & Mrs 420 Returns,Ksshitij Chaudhary,Punjabi,Punjabi,136,6.4,2018-08-15,2018-11-09,86,3.6325343262741447,149.8953488372093,12891,46827
Vacation Friends,Clay Tarver,Hollywood / English,English,103,6.3,2021-08-27,2021-08-31,4,7.713229859571323,338.25,1353,10436
Defining Moments,Stephen Wallis,Hollywood / English,English,88,4.1,2021-08-27,2021-08-31,4,16.54736842105263,23.75,95,1572
Summertime,Carlos López Estrada,Hollywood / English,English,95,6.4,2021-07-09,2021-08-31,53,18.06382978723404,1.7735849056603774,94,1698
Roberrt,Tarun Sudhir,Tollywood,"Kannada,Telugu",166,5.9,2021-03-11,2021-08-31,173,3.5470583197739147,67.4971098265896,11677,41419
12 O'Clock,Ram Gopal Varma,Bollywood / Indian,"Hindi,Telugu",155,3.2,2021-01-08,2021-08-31,235,4.557083525611445,46.1063829787234,10835,49376
Dil Diyan Gallan,Uday Pratap Singh,Punjabi,Punjabi,122,6.2,2019-05-03,2021-08-31,851,3.8819432041435973,6.579318448883666,5599,21735
No Man of God,Amber Sealey,Hollywood / English,English,100,6.4,2021-08-27,2021-08-30,3,10.907651715039577,126.33333333333333,379,4134
Respect,Liesl Tommy,Hollywood / English,English,145,6.6,2021-08-13,2021-08-30,17,15.177966101694915,6.9411764705882355,118,1791
Death Rider in the House of Vampires,Glenn Danzig,Hollywood / English,English,92,4.1,2021-08-27,2021-08-30,3,5.163296451735978,873.6666666666666,2621,13533
The Vault,Jaume Balagueró,Hollywood / English,"English,Spanish,Italian,German",118,6.4,2021-11-12,2021-03-16,-241,3.430697343694449,81.69709543568464,19689,67547
SAS: Red Notice,Magnus Martens,Hollywood / English,"English,French",124,5.2,2021-03-12,2021-03-17,5,3.948169040133161,4325.6,21628,85391
Cruella,Craig Gillespie,Hollywood / English,"English,French",134,7.3,2021-05-28,2021-05-29,1,4.056534355891802,19298.0,19298,78283
He's All That,Mark Waters,Hollywood / English,"English,Ukrainian",88,4.4,2021-08-27,2021-08-28,1,4.970236890058716,4939.0,4939,24548
The Gateway,Michele Civetta,Hollywood / English,"English,Spanish",91,4.5,2021-09-03,2021-08-28,-6,11.284730195177957,145.16666666666666,871,9829
Rushed,Vibeke Muasya,Hollywood / English,"English,Spanish",101,5.7,2021-08-27,2021-08-28,1,12.47972972972973,444.0,444,5541
The Stairs,Peter 'Drago' Tiemann,Hollywood / English,English,92,4.2,2021-02-26,2021-08-28,183,11.220902612826603,2.300546448087432,421,4724
Mosquito State,Filip Jan Rymsza,Hollywood / English,English,100,5.1,2021-08-26,2021-08-27,1,10.545608108108109,592.0,592,6243
About Us,Stefan Schwartz,Hollywood / English,English,85,5.0,2021-08-13,2021-08-27,14,8.957597173144876,20.214285714285715,283,2535
A Perfect Match,Adam Swica,Hollywood / English,English,84,6.1,2021-08-14,2021-08-27,13,10.649851632047477,25.923076923076923,337,3589
12 Mighty Orphans,Ty Roberts,Hollywood / English,English,118,6.9,2021-06-11,2021-06-15,4,12.938118811881187,101.0,404,5227
The Interview: Night of 26/11,Laurens C. Postma,Bollywood / Indian,Hindi,108,4.0,2021-08-27,2021-08-27,0,4.789827825054423,10106.0,10106,48406
The Ape Star,Linda Hambäck,Anime / Kids,Swedish,75,6.1,2021-08-24,2021-08-27,3,13.631782945736434,86.0,258,3517
The Show,Mitch Jenkins,Hollywood / English,English,115,5.6,2021-10-18,2021-08-26,-53,9.80986475735879,23.71698113207547,1257,12331
The Old Ways,Christopher Alender,Hollywood / English,"English,Spanish,Nahuatl",90,5.4,1970-01-01,2021-08-26,18865,8.579913606911447,0.04908560826928174,926,7945
Blood Conscious,Timothy Covell,Hollywood / English,English,81,4.0,2021-08-20,2021-08-26,6,14.860526315789473,63.333333333333336,380,5647
Paper Tiger,Paul Kowalski,Hollywood / English,"English,Chinese",94,5.8,2021-08-24,2021-08-26,2,24.54,50.0,100,2454
Echoes of Violence,Nicholas Woods,Hollywood / English,English,106,6.2,2021-08-23,2021-08-26,3,10.578378378378378,123.33333333333333,370,3914
Playhouse,"Fionn Watts, Toby Watts",Hollywood / English,English,87,3.6,2020-11-17,2021-08-26,282,11.148331273176762,2.868794326241135,809,9019
Nowhere Special,Uberto Pasolini,Hollywood / English,English,96,7.5,2021-12-08,2021-08-26,-104,11.708994708994709,1.8173076923076923,189,2213
Poster Boys,Dave Minogue,Hollywood / English,English,87,5.2,2021-07-09,2021-08-26,48,26.872340425531913,1.9583333333333333,94,2526
Broken Diamonds,Peter Sattler,Hollywood / English,English,90,5.6,2021-07-23,2021-08-26,34,16.434426229508198,3.588235294117647,122,2005
Marlowe,Neil Jordan,Hollywood / English,English,110,6.1,2023-02-15,2023-02-15,0,11.014134275618375,283.0,283,3117
Carnifex,Sean Lahiff,Hollywood / English,English,93,4.7,2022-12-01,2023-02-16,77,8.05085910652921,18.896103896103895,1455,11714
Vaathi,Venky Atluri,Tollywood,Hindi,139,8.1,2023-02-17,2023-02-20,3,3.1672535211267605,568.0,1704,5397
Shehzada,Rohit Dhawan,Bollywood / Indian,Hindi,142,9.0,2023-02-17,2023-02-18,1,2.7706703482129162,13038.0,13038,36124
The Girl Who Escaped: The Kara Robinson Story,Simone Stock,Hollywood / English,English,88,6.6,2023-02-11,2023-02-15,4,9.862023653088041,190.25,761,7505
Who Invited Charlie?,Xavier Manrique,Hollywood / English,English,101,8.8,2023-02-03,2023-02-13,10,23.293333333333333,7.5,75,1747
Your Place or Mine,Aline Brosh McKenna,Hollywood / English,"English,Hindi",109,5.7,2023-02-10,2023-02-13,3,5.422099447513812,905.0,2715,14721
Baby Ruby,Bess Wohl,Hollywood / English,English,93,5.0,2023-02-03,2023-02-10,7,14.742765273311898,88.85714285714286,622,9170
PAW Patrol: The Movie,Cal Brunker,Anime / Kids,English,86,6.1,2021-08-20,2021-08-26,6,6.521779425393883,359.6666666666667,2158,14074
The Witcher: Nightmare Of The Wolf,Kwang Il Han,Anime / Kids,English,83,7.2,2021-08-23,2021-08-24,1,4.639682271421329,5917.0,5917,27453
Overrun,Josh Tessier,Hollywood / English,English,105,6.1,2021-08-17,2021-08-24,7,9.642857142857142,136.0,952,9180
Big House,Jack Lawrence Mayer,Hollywood / English,English,84,5.0,2020-08-06,2021-08-24,383,13.405275779376499,1.0887728459530026,417,5590
Habit,Janell Shirtcliff,Hollywood / English,English,81,2.7,2021-08-20,2021-08-24,4,9.160864345738295,208.25,833,7631
Boomika,R. Rathindran Prasad,Tollywood,Tamil,123,5.5,2021-08-22,2021-08-24,2,5.5459196406289,4007.0,8014,44445
Sweet Girl,Brian Andrew Mendoza,Hollywood / English,English,110,5.5,2021-08-20,2021-08-23,3,3.702045181125518,4987.333333333333,14962,55390
Reminiscence,Lisa Joy,Hollywood / English,"English,Mandarin,Spanish",116,5.9,2021-08-20,2021-08-23,3,7.023224043715847,732.0,2196,15423
The Girl Who Got Away,Michael Morrissey,Hollywood / English,English,116,5.8,2021-08-20,2021-08-23,3,12.154160982264665,244.33333333333334,733,8909
Annette,Leos Carax,Hollywood / English,Hindi,141,6.4,2021-07-07,2021-08-23,47,22.399385560675885,13.851063829787234,651,14582
Risen,Eddie Arya,Hollywood / English,"English,Russian",109,3.3,2021-08-20,2021-08-23,3,9.938670109748225,516.3333333333334,1549,15395
Stillwater,Thomas McCarthy,Hollywood / English,"English,French",139,6.6,2021-07-30,2021-08-10,11,9.484246575342466,132.72727272727272,1460,13847
200: Halla Ho,"Sarthak Dasgupta, Alok Batra",Bollywood / Indian,Hindi,115,7.5,2021-08-20,2021-08-23,3,4.900913562895291,2846.0,8538,41844
Boonie Bears: The Wild Life,Leon Ding,Anime / Kids,Chinese,99,4.5,2021-02-12,2021-08-23,192,9.70417193426043,4.119791666666667,791,7676
The Loud House Movie,Dave Needham,Anime / Kids,English,83,6.2,2021-08-20,2021-08-23,3,5.768018018018018,444.0,1332,7683
CODA,Sian Heder,Hollywood / English,"American Sign Language,English",111,8.1,2021-08-13,2021-08-17,4,6.819377162629758,361.25,1445,9854
Buckley's Chance,Tim Brown,Hollywood / English,English,95,5.4,2021-06-24,2021-08-17,54,8.658741258741259,13.24074074074074,715,6191
Naked Singularity,Chase Palmer,Hollywood / English,English,93,4.7,2021-08-13,2021-08-17,4,13.723860589812332,186.5,746,10238
Crime Story,Adam Lipsius,Hollywood / English,English,98,3.6,2021-08-13,2021-08-17,4,10.476262245666918,331.75,1327,13902
Spin,Manjari Makijany,Hollywood / English,English,93,6.0,2021-08-15,2021-08-17,2,12.484848484848484,874.5,1749,21836
The Conjuring: The Devil Made Me Do It,Michael Chaves,Hollywood / English,"English,Latin",112,6.3,2021-05-26,2021-06-05,10,3.531281601833749,2966.6,29666,104759
Space Jam: A New Legacy,Malcolm D. Lee,Hollywood / English,English,115,4.5,1970-01-01,2021-07-17,18825,3.7177184466019417,0.6565737051792828,12360,45951
Angel Has Fallen,Ric Roman Waugh,Hollywood / English,English,121,6.4,2019-08-23,2019-08-24,1,3.829602363782051,39936.0,39936,152939
